LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000",MC SCHAFF & ASSOCIATES,818 S. Beltline Hwy East,SCOTTSBLUFF,NE,69361,541370,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,21,04/06/2020,Platte Valley Bank,NE - 03
"e $150,000-350,000","MCARTOR MASONRY, INC.",20266 Patton St,GRETNA,NE,68028,238140,Corporation,White,Female Owned,Non-Veteran,NA,23,04/10/2020,Wahoo State Bank,NE - 02
"e $150,000-350,000","MCCARTHY FLOWERS NEBRASKA, INC.",8335 Maple St,OMAHA,NE,68134,999990,Corporation,Unanswered,Unanswered,Unanswered,NA,14,05/03/2020,Synovus Bank,NE - 02
"e $150,000-350,000",MCCARTHY INVESTMENT MANAGEMENT INC,1415 N 131 AVE CIR,OMAHA,NE,68154,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,44,04/08/2020,Access Bank,NE - 02
"e $150,000-350,000","MCCASHLAND KIRBY INSURANCE AGENCY, INC",8231 Northwoods Dr Ste 5,LINCOLN,NE,68505,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,16,04/27/2020,West Gate Bank,NE - 01
"e $150,000-350,000","MCCHESNEY MARTIN SAGEHORN, PC",101 S Chestnut St P.O. Box 1269,NORTH PLATTE,NE,69103,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/13/2020,First National Bank of Omaha,NE - 03
"e $150,000-350,000",MCCORD & ASSOCIATES INC.,14001 CHALCO VALLEY PKWY,OMAHA,NE,68138,524298,Corporation,Unanswered,Male Owned,Unanswered,NA,16,04/27/2020,Glenwood State Bank,NE - 02
"e $150,000-350,000",MCCOY TRANSFER INC,2915 W HWY 34,GRAND ISLAND,NE,68801,484220,Corporation,Unanswered,Female Owned,Unanswered,NA,22,06/15/2020,Home Federal Savings & Loan Association of Grand Island,NE - 03
"e $150,000-350,000","MCDANIEL & WALLQUIST CONSTRUCTION, LLC",2628 S 87th St,OMAHA,NE,68124,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/07/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","MCFARLIN & BROKKE, PC",1910 S 72nd St Suite 200,OMAHA,NE,68124,541211,Corporation,White,Male Owned,Non-Veteran,NA,10,04/06/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000","MCHENRY, HASZARD, ROTH, HUPP, BURKHOLDER, BLOMENBERG, PC, A LIMITED LIABILITY OR",1220 Lincoln Mall Suite 250,LINCOLN,NE,68508,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,14,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","MCKEANS FLOOR COVERING & COUNTERTOPS, INC",10811 Harrison,LA VISTA,NE,68128,442210,Corporation,White,Female Owned,Non-Veteran,NA,29,04/04/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",MCMULLEN TRUCK LINES CORP OF IOWA,12153 ROBERTS RD,LA VISTA,NE,68128,484230,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,18,04/04/2020,Equitable Bank,NE - 02
"e $150,000-350,000",MCNEILS CLEANING L.L.C.,1299 Farman St,OMAHA,NE,68102,561790,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,10,05/01/2020,Core Bank,NE - 02
"e $150,000-350,000","ME KANSAS CITY I, LLC",505 Cornhusker Rd Ste 105-396,BELLEVUE,NE,68005,812199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,29,04/14/2020,Great Western Bank,NE - 01
"e $150,000-350,000",MECHANICAL SALES MIDWEST INC.,7222 S 142ND ST,OMAHA,NE,68138,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,11,04/06/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",MED-CARE. INC,52 Ponderosa Ct,GRAND ISLAND,NE,68803,621111,Subchapter S Corporation,White,Male Owned,Veteran,NA,20,04/04/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000","MEDIBADGE, INC.",7250 Reynolds St,OMAHA,NE,68122,339999,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/14/2020,Great Western Bank,NE - 01
"e $150,000-350,000","MEDLINK, LLC",10730 Pacific Street STE 210,OMAHA,NE,68114,624310,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,NA,18,04/04/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",MEININGER FIRE PROTECTION INC,"2521 West L ST, Suite 5",LINCOLN,NE,68522,238990,Corporation,White,Male Owned,Non-Veteran,NA,22,04/03/2020,Frontier Bank,NE - 01
"e $150,000-350,000",MEJIA ROOFING & CONTRACTORS INC,2910 Daniell Circle,BELLEVUE,NE,68123,238160,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/15/2020,First National Bank of Omaha,NE - 01
"e $150,000-350,000","MELOTZ & WILSON, LLC","9375 Burt St, Suite 103",OMAHA,NE,68114,541211,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,NA,14,04/03/2020,Enterprise Bank,NE - 02
"e $150,000-350,000",MENTAL HEALTH ASSOCIATION OF NEBRASKA,Mental Health Association of Nebr,LINCOLN,NE,68508,623220,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,43,04/09/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",MENTZER OIL COMPANY,311 East 7th st,NORTH PLATTE,NE,69101,454310,Corporation,White,Female Owned,Non-Veteran,NA,20,04/27/2020,Western Nebraska Bank,NE - 03
"e $150,000-350,000","MERAKI, LLC",1800  2ND AVE,KEARNEY,NE,68847,561311,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,NA,373,05/05/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000","MERIT MECHANICAL, INC.",P.O.Box 249,TILDEN,NE,68781,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 01
"e $150,000-350,000",METRO ELECTRIC CO. OF OMAHA,4449 S 134th St,OMAHA,NE,68137,238210,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,NA,33,04/06/2020,American National Bank,NE - 02
"e $150,000-350,000","METRO LANDSCAPE MATERIALS & RECYCLING, INC.",6030 S 60TH ST,OMAHA,NE,68117,424990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,18,04/04/2020,Access Bank,NE - 02
"e $150,000-350,000",METRO POURED WALL CO,17409 Storage Rd #10,OMAHA,NE,68136,238110,Corporation,White,Female Owned,Non-Veteran,NA,36,04/06/2020,CharterWest Bank,NE - 02
"e $150,000-350,000",MEYER AUTOMOTIVE INC,975 280th Road,SEWARD,NE,68434,441110,Corporation,White,Male Owned,Unanswered,NA,24,04/06/2020,Cattle Bank & Trust,NE - 01
"e $150,000-350,000","MEYER, INC.",PO BOX 910,SOUTH SIOUX CITY,NE,68776,321920,Corporation,White,Male Owned,Unanswered,NA,35,04/08/2020,"The Security National Bank of Sioux City, Iowa",NE - 03
"e $150,000-350,000",MICHAEL J HOOVER DDS PC,7348 BLONDO ST,OMAHA,NE,68134,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","MICHAEL'S FINE FOODS, INC.",807 S. 13TH ST,NORFOLK,NE,68701,445110,Subchapter S Corporation,White,Female Owned,Non-Veteran,NA,63,04/03/2020,BankFirst,NE - 01
"e $150,000-350,000",MICK LAW PC LLO,816 SOUTH 196TH STREET,OMAHA,NE,68118,541110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,13,04/04/2020,Great Plains State Bank,NE - 02
"e $150,000-350,000","MID AMERICA BIO ENERGY & COMMODITIES, LLC",1900 E STATE FARM RD,NORTH PLATTE,NE,69101,325193,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,9,04/04/2020,Adams Bank & Trust,NE - 03
"e $150,000-350,000","MID CONTINENT IRRIGATION, INC.",2930 W 23RD ST,FREMONT,NE,68025,221310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,0,04/13/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","MID NEBRASKA LAND DEVELOPERS, LLC",1600 East 11 Rd,AURORA,NE,68818,238910,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,17,04/03/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000",MID-STATE ENGINEERING & TESTING INC,402 31ST AVE,COLUMBUS,NE,68601,541330,Corporation,Unanswered,Unanswered,Unanswered,NA,20,04/06/2020,Columbus Bank and Trust Company,NE - 01
"e $150,000-350,000",MID-WEST SLIMS LLC,1701 WINDHOEK DR,LINCOLN,NE,68512,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,47,04/03/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",MIDCON UNDERGROUND CONSTRUCTION,PO Box 407,DENTON,NE,68339,237130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,33,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","MIDLAND MOLDING, INC",2905 39TH ST,KEARNEY,NE,68847,333249,Corporation,White,Male Owned,Non-Veteran,NA,34,04/03/2020,Five Points Bank,NE - 03
"e $150,000-350,000","MIDLANDS PRINTING & BUSINESS FORMS, INC",10760 O st,OMAHA,NE,68127,323111,Corporation,White,Male Owned,Non-Veteran,NA,16,04/06/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",MIDSTATES MARKETING INC,7506 Howard St,OMAHA,NE,68114,424410,Corporation,Unanswered,Unanswered,Unanswered,NA,9,04/04/2020,American National Bank,NE - 02
"e $150,000-350,000",MIDTOWN ALAMO LLC,3201 Farnam St #6111,OMAHA,NE,68138,512131,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,81,04/28/2020,Great Plains State Bank,NE - 02
"e $150,000-350,000",MIDWAY CHRYSLER DODGE JEEP INC.,219 2ND AVE,KEARNEY,NE,68847,441110,Corporation,Unanswered,Unanswered,Unanswered,NA,31,04/03/2020,Five Points Bank,NE - 03
"e $150,000-350,000","MIDWEST BBQ VENTURES LINCOLN, LLC",2750 Pine Lake Road,LINCOLN,NE,68516,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,NA,51,04/06/2020,"First Mid Bank & Trust, National Association",NE - 01
"e $150,000-350,000",MIDWEST CONNECT LLC,2501 30th Ave,KEARNEY,NE,68845,561431,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,40,04/03/2020,Five Points Bank,NE - 03
"e $150,000-350,000","MIDWEST COVENANT HOME, INC","615 East 9th Street, PO Box 367",STROMSBURG,NE,68666,623110,Corporation,White,Male Owned,Unanswered,NA,83,04/06/2020,Cornerstone Bank,NE - 01
"e $150,000-350,000",MIDWEST DCM,8719 S 135th St,OMAHA,NE,68138,314999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/15/2020,Great Western Bank,NE - 02
"e $150,000-350,000",MIDWEST FENCE - GUARDRAIL SYSTEMS INC.,8000 SERUM AVE,RALSTON,NE,68127,238990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,21,05/03/2020,"U.S. Bank, National Association",NE - 02
"e $150,000-350,000","MIDWEST FLOOR COVERING, INC",3725 TOUZALIN AVE,LINCOLN,NE,68507,442210,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,20,04/06/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",MIDWEST GERIATRICS INC,7915 N 30th Street,OMAHA,NE,68112,623110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,NA,04/09/2020,Great Western Bank,NE - 01
"e $150,000-350,000","MIDWEST GOLF OPERATIONS, INC.",13415 EAGLE RUN DR,OMAHA,NE,68164,713910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,119,04/05/2020,Access Bank,NE - 02
"e $150,000-350,000",MIDWEST INTECH INC,102 E Gray St. PO BOX 123,PAGE,NE,68766,517919,Corporation,Unanswered,Unanswered,Unanswered,NA,13,04/14/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000","MIDWEST JJ'S INVESTMENTS, INC.",15333 PIONEERS BLVD,WALTON,NE,68461,551112,Corporation,White,Male Owned,Non-Veteran,NA,142,04/03/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",MIDWEST LININGS INC,4522 South 108th Street,OMAHA,NE,68137,441310,Limited  Liability Company(LLC),White,Male Owned,Unanswered,NA,22,04/03/2020,First State Bank,NE - 02
"e $150,000-350,000","MIDWEST MACHINE & TOOL, INC.",1216 E 19TH STREET,COLUMBUS,NE,68601,333514,Subchapter S Corporation,Unanswered,Male Owned,Veteran,NA,21,04/13/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",MIDWEST MINOR MEDICAL PC,14104 S ST,OMAHA,NE,68137,621111,Corporation,White,Female Owned,Non-Veteran,NA,26,04/05/2020,Bruning Bank,NE - 02
"e $150,000-350,000",MIDWEST ORAL & MAXILLOFACIAL SURGERY P.C.,14625 CALIFORNIA ST,OMAHA,NE,68154,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,25,04/11/2020,Premier Bank,NE - 02
"e $150,000-350,000",MIDWEST PREFABRICATION INC.,4515 S 119TH CIR,OMAHA,NE,68137,332311,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","MIDWEST PROTECTION SERVICES, INC.",4517 South 140th Street,OMAHA,NE,68137,812990,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,23,04/03/2020,Enterprise Bank,NE - 02
"e $150,000-350,000",MIDWEST RADIATION ONCOLOGY,3764 39th Ave,COLUMBUS,NE,68601,621111,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,NA,9,04/05/2020,Bank of the Valley,NE - 01
"e $150,000-350,000","MIDWEST SECURITY ENTERPRISES, LLC",14217 DAYTON CIR,OMAHA,NE,68137,561612,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,80,04/30/2020,"U.S. Bank, National Association",NE - 02
"e $150,000-350,000",MIDWEST SITE 2 LLC,11818 West Dodge Road,OMAHA,NE,68154,811192,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,14,04/16/2020,American National Bank,NE - 02
"e $150,000-350,000","MIDWEST SOUND AND LIGHTING, INC",2322 O ST,LINCOLN,NE,68510,238210,Corporation,Unanswered,Unanswered,Unanswered,NA,28,04/08/2020,FirstBank of Nebraska,NE - 01
"e $150,000-350,000","MIDWEST SPECIAL SERVICES, INC.",404 WEST 2ND STREET,CURTIS,NE,69025,484230,Corporation,White,Male Owned,Non-Veteran,NA,36,04/07/2020,Western Nebraska Bank,NE - 03
"e $150,000-350,000","MIDWEST STORAGE SOLUTIONS, INC.",5845 S 118th Cir.,OMAHA,NE,68137,493190,Corporation,White,Male Owned,Non-Veteran,NA,7,04/03/2020,West Gate Bank,NE - 02
"e $150,000-350,000","MIDWEST TIRE CO., INC",1102 S 13TH ST,OMAHA,NE,68108,441320,Corporation,Unanswered,Male Owned,Unanswered,NA,17,04/09/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",MIDWEST TOWING &AMP; RECOVERY LLC,400 W P ST,LINCOLN,NE,68528,488410,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,21,04/07/2020,Cornhusker Bank,NE - 01
"e $150,000-350,000",MIHI INC.,16212 W MAPLE RD,OMAHA,NE,68116,561730,Corporation,Unanswered,Unanswered,Unanswered,NA,29,04/08/2020,Bank of Bennington,NE - 02
"e $150,000-350,000",MILFORD DENTAL CLINIC PC,112 South B ST,MILFORD,NE,68405,621210,Corporation,Unanswered,Unanswered,Unanswered,NA,17,04/15/2020,Jones Bank,NE - 01
"e $150,000-350,000","MILKO TOOL & DIE, INC",2405 N 11th Street,OMAHA,NE,68110,332710,Corporation,Unanswered,Unanswered,Unanswered,NA,17,04/30/2020,Bank of the West,NE - 02
"e $150,000-350,000",MILKWORKS,5930 S 59th St,LINCOLN,NE,68516,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,38,04/09/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",MILLARD CHILDREN'S ACADEMY,6912 S 156TH ST,OMAHA,NE,68136,624410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/11/2020,Great Western Bank,NE - 02
"e $150,000-350,000",MILLARD FAMILY EYECARE PC,12660 Q STREET,OMAHA,NE,68137,621320,Corporation,White,Male Owned,Non-Veteran,NA,23,04/10/2020,Core Bank,NE - 02
"e $150,000-350,000",MILLARD UNITED SPORTS,13308 Millard Avenue,OMAHA,NE,68137,711211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,19,04/07/2020,American National Bank,NE - 02
"e $150,000-350,000",MILLWRIGHT CONSTRUCTION LLC,609 MARS ST,ALDA,NE,68810,238990,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,NA,6,04/03/2020,Five Points Bank,NE - 03
"e $150,000-350,000","MIM, INC",85517 554TH AVE,PIERCE,NE,68767,332999,Subchapter S Corporation,White,Female Owned,Unanswered,NA,15,04/07/2020,Elkhorn Valley Bank & Trust,NE - 03
"e $150,000-350,000",MIRACLE HILLS SURGERY CENTER LLC,11819 Miracle Hills Dr #201,OMAHA,NE,68154,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","MITCHELL & ASSOCIATES, INC.",14611 WEST CENTER RD,OMAHA,NE,68144,531320,Corporation,Unanswered,Unanswered,Unanswered,NA,18,04/10/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000","MJ OPTICAL, INC.",8838 Washington St,OMAHA,NE,68127,339115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,29,04/03/2020,Union Bank and Trust Company,NE - 02
"e $150,000-350,000",MJB VETERINARY ASSOCIATES PC,3030 L St,OMAHA,NE,68107,541490,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/15/2020,Security National Bank of Omaha,NE - 01
"e $150,000-350,000","MJWK ENTERPRISES, INC",14650 WOODSTOCK BLVD,WAVERLY,NE,68462,238990,Corporation,Unanswered,Unanswered,Unanswered,NA,29,04/06/2020,American Exchange Bank,NE - 01
"e $150,000-350,000","MMG OMAHA, LLC",6006 N. 72ND STREET,OMAHA,NE,68134,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,44,04/06/2020,"Centerstone SBA Lending, Inc.",NE - 02
"e $150,000-350,000","MNB INSURANCE SERVICES, INC.",217 West 1st ST,MC COOK,NE,69001,524210,Corporation,Unanswered,Unanswered,Unanswered,NA,14,04/07/2020,MNB Bank,NE - 03
"e $150,000-350,000",MNP SERVICE INC,6262 Lindbergh Dr,OMAHA,NE,68110,541990,Corporation,White,Male Owned,Non-Veteran,NA,19,04/04/2020,Northwest Bank,NE - 02
"e $150,000-350,000","MO CHARA, LLC",3201 SOUTH ST,LINCOLN,NE,68502,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,51,05/03/2020,Cross River Bank,NE - 01
"e $150,000-350,000","MOBILE ON DEMAND STORAGE, INC.","4880 S 131ST ST, SUITE 3",OMAHA,NE,68137,531130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,10,04/03/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000","MOBILITY ENTERPRISES, INC.",7222 142ND ST,OMAHA,NE,68138,441120,Corporation,Unanswered,Unanswered,Unanswered,NA,10,04/07/2020,Core Bank,NE - 02
"e $150,000-350,000","MODEL ELECTRIC, INC.",1506 N 1ST STREET,NORFOLK,NE,68701,238210,Subchapter S Corporation,White,Male Owned,Unanswered,NA,29,04/07/2020,Elkhorn Valley Bank & Trust,NE - 01
"e $150,000-350,000",MODERN MUFFLER INC.,1402 S JEFFERS ST,NORTH PLATTE,NE,69101,811111,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,23,04/03/2020,NebraskaLand National Bank,NE - 03
"e $150,000-350,000",MOEHN ELECTRICAL SALES COMPANY,6401 N 91st Cir,OMAHA,NE,68134,423610,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","MOMO REAL ESTATE,LLC & MOMO",7701 PIONEERS BLVD,LINCOLN,NE,68506,722511,Corporation,Unanswered,Unanswered,Unanswered,NA,55,04/03/2020,Cornhusker Bank,NE - 01
"e $150,000-350,000","MONT EDUCATIONAL, INC.",7302 Burt St,OMAHA,NE,68132,611110,Subchapter S Corporation,White,Female Owned,Non-Veteran,NA,24,04/14/2020,American National Bank,NE - 02
"e $150,000-350,000",MOODY MOTOR CO. INC.,251 Spruce Ave.,NIOBRARA,NE,68760,423110,Subchapter S Corporation,White,Male Owned,Unanswered,NA,17,04/07/2020,Brunswick State Bank,NE - 03
"e $150,000-350,000",MOORE SERVICES INC.,10501 Chandler Cir. Ste. 200,LA VISTA,NE,68128,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000",MORNING STAR EVANGELICAL LUTHERAN CHURCH,331 S 85TH AVE,OMAHA,NE,68114,813110,Non-Profit Organization,White,Female Owned,Non-Veteran,Y,58,04/04/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000","MORROW, POPPE, WATERMEIER & LONOWSKI, P.C.","201 N 8th St, Suite 300",LINCOLN,NE,68508,541110,Corporation,White,Male Owned,Non-Veteran,NA,21,04/03/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","MOUNTAIN VISION PIZZA, INC.",1015 W 27TH STREET,SCOTTSBLUFF,NE,69361,722513,Corporation,White,Male Owned,Non-Veteran,NA,76,04/04/2020,Platte Valley Bank,NE - 03
"e $150,000-350,000",MOXIE AUTO SALES LLC,3330 SUPERIOR ST,LINCOLN,NE,68504,441110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,24,04/14/2020,The Western State Bank,NE - 01
"e $150,000-350,000",MRK REAL ESTATE LLC,606 East Prospect Dr,LEXINGTON,NE,68850,531190,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,NA,46,04/03/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000","MRK, INC.",606 East Prospect Dr,LEXINGTON,NE,68850,484110,Subchapter S Corporation,White,Female Owned,Non-Veteran,NA,42,04/03/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000",MRL CRANE SERVICE INC,4331 JUERGEN RD,GRAND ISLAND,NE,68801,532412,Corporation,White,Male Owned,Unanswered,NA,16,04/04/2020,NebraskaLand National Bank,NE - 03
"e $150,000-350,000","MSG ENTERPRISES, INC.",2825 S 70th Street,LINCOLN,NE,68506,444130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,38,04/03/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","MTC HOTEL ASSOCIATES, LLC",3253 DODGE STREET,OMAHA,NE,68131,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,NA,04/10/2020,Bankers Trust Company,NE - 02
"e $150,000-350,000","MUDD JOCKIES, INC.",1722 HOLLAND DR,GRAND ISLAND,NE,68803,238990,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,8,04/03/2020,Five Points Bank,NE - 03
"e $150,000-350,000","MUELLER & SCHOEPF DRYWALL, INC.",5320 29TH ST,COLUMBUS,NE,68601,238310,Corporation,Unanswered,Unanswered,Unanswered,NA,15,04/27/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","MUELLER RECREATIONAL PRODUCTS, INC.",4825 S 16TH ST,LINCOLN,NE,68512,423910,Corporation,Unanswered,Unanswered,Unanswered,NA,27,04/03/2020,Five Points Bank,NE - 01
"e $150,000-350,000",MUHS UNLIMITED INC.,4760 S 135th St,OMAHA,NE,68137,238160,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,15,04/14/2020,American National Bank,NE - 02
"e $150,000-350,000","N L & L CONCRETE, INC",8535 MADISON ST,OMAHA,NE,68127,237310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000",N&W TRANFER INC,2415 INDUSTRIAL RD,PLATTSMOUTH,NE,68048,484121,Corporation,Unanswered,Unanswered,Unanswered,NA,29,04/04/2020,American National Bank,NE - 01
"e $150,000-350,000","NANNEN PHYSICAL THERAPY & PERSONAL TRAINING, P.C.",636 N 20th Ave,BLAIR,NE,68008,621340,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,16,04/06/2020,Two Rivers Bank,NE - 01
"e $150,000-350,000",NASTASE CONTRACTING INC,6404 N 91st Plaza,OMAHA,NE,68134,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,14,04/08/2020,Union Bank and Trust Company,NE - 02
"e $150,000-350,000","NASTASE ROOFING, INC",7610 N 96th St.,OMAHA,NE,68122,238160,Corporation,Unanswered,Unanswered,Unanswered,NA,15,06/30/2020,American National Bank,NE - 01
"e $150,000-350,000",NATHAN & SPRAGUE,2121 South 73RD ST,OMAHA,NE,68124,722511,Corporation,White,Female Owned,Non-Veteran,NA,36,04/08/2020,Core Bank,NE - 02
"e $150,000-350,000",NATIONAL PAPER COMPANY,2511 S 156TH CIR,OMAHA,NE,68130,423850,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/09/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000",NATIONAL PROPERTY INSPECTIONS,"9375 BURT ST, ste 201",OMAHA,NE,68114,531390,Corporation,White,Male Owned,Veteran,NA,18,04/08/2020,"First Westroads Bank, Inc",NE - 02
"e $150,000-350,000","NATIONAL SERVICE COOPERATIVE, INC",4046 S 108th Street,OMAHA,NE,68137,811310,Corporation,Unanswered,Unanswered,Unanswered,NA,6,04/06/2020,American National Bank,NE - 02
"e $150,000-350,000","NATIONAL SYSTEMS INTEGRATOR, INC.",2305 S 113th Ave,OMAHA,NE,68144,425110,Corporation,White,Male Owned,Veteran,NA,25,04/04/2020,Centris FCU,NE - 02
"e $150,000-350,000","NATIONAL VEHICLE MARKETING, L.L.C.",4819 107TH AVE,OMAHA,NE,68127,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,14,04/07/2020,Core Bank,NE - 02
"e $150,000-350,000",NATS DETASSELING INC,900 Twin Ridge Road,LINCOLN,NE,68510,115112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,49,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","NATURAL CONCRETE PRODUCTS, COMPANY",3602 E HWY 24,NORFOLK,NE,68701,327310,Corporation,White,Male Owned,Non-Veteran,NA,30,04/03/2020,Arbor Bank,NE - 01
"e $150,000-350,000","NATURE HILLS NURSERY, INC.",2336 S. 156th Circle,OMAHA,NE,68130,444220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,25,04/08/2020,Union Bank and Trust Company,NE - 02
"e $150,000-350,000",NATURE TECHNOLOGY CORP,4701 INNOVATION DR,LINCOLN,NE,68521,325414,Corporation,Unanswered,Unanswered,Unanswered,NA,15,04/06/2020,Union Bank and Trust Company,NE - 01
